Strain_vM	Stress_vM
1.1102230246251568e-16	3.1434897160320085e-05
0.007654233607135826	123797384.80137655
0.017463569254937264	127174859.44881757
0.027218612193591993	130459607.45901959
0.03694794389592163	133418303.15525705
0.04663802084367005	135998226.9060064
0.056312480474359945	138262662.50691727
0.06601865354516413	140323451.34664547
0.07579800191764084	142247192.98894012
0.0856661398766577	144055268.89145362
0.09561539613917937	145762561.20573342
0.1056375072679947	147393303.70012906
0.11573658445310502	148963964.27539906
