Strain_vM	Stress_vM
1.6958936828758687e-16	2.633179381137894e-05
0.008744867507838424	129228676.70299576
0.019246123179348047	133191058.57666984
0.02969815017603859	135273933.31121522
0.040120432625748076	136823390.12895846
0.05050205702415324	138090457.56919938
0.06082159194084673	139235211.48041272
0.07105955951629866	140349734.84552163
0.08120987720869785	141426272.9246316
0.09127617529413072	142457492.79838777
0.1012704785003494	143414491.87723598
0.11119870376260754	144293499.3623318
0.12105564100114494	145112155.89799494
