Strain_vM	Stress_vM
2.251074338154754e-16	2.421366143088113e-05
0.010047352411043237	116448477.64783365
0.02330509774088483	117942579.9035835
0.0367463409400415	118947914.13073695
0.050451588493639815	119587880.96004437
0.06444849177453647	119933905.62020963
0.07864579320791364	120271446.19926713
0.09286923841141928	121131366.18202096
0.10696729173581351	122232843.40709417
0.1208467892615594	122931861.88599885
0.13447080611344164	123508874.32386786
0.14778725009789195	124741663.93690313
0.1607783861569302	126948741.61201042
