Strain_vM	Stress_vM
1.9582493486507355e-16	3.332098167400962e-05
0.005269813337027984	87083980.69119748
0.011309225059491869	89693067.34969024
0.017421490224188707	91907874.8656657
0.023613646278418436	93851084.22012603
0.029892194849864155	95779264.97390123
0.03626291948620503	97693339.10420783
0.04273670620675774	99546762.37242663
0.04932947796638584	101332017.81547852
0.05606658031706512	103014108.59606583
0.0629774285343036	104575414.33619864
0.07008619159518523	106062199.47918546
0.07740819142604657	107496677.13778804
