Strain_vM	Stress_vM
2.6686440283244803e-16	1.9283765701449858e-05
0.004688678661347474	108724615.63723493
0.010473013360551358	110822553.63958201
0.01642633622390071	112233672.28352222
0.022483662140009828	113515050.94173943
0.0286288594315374	114734130.56608224
0.034854781788071054	115918889.03298439
0.04115900386506195	117176308.43089643
0.04754370324706822	118525989.7970147
0.05401790051526475	119970641.58866426
0.06059286120420262	121518201.80266973
0.06727629121607161	123147813.40534434
0.07407367120310455	124834288.09443635
