Strain_vM	Stress_vM
2.0604867304337684e-16	2.7453298308562842e-05
0.006237330170756973	117107180.2118984
0.014799774307861571	118296297.108699
0.02365545550666322	119612287.35235724
0.03272984059809293	120916397.00110398
0.04198372400144983	122222227.79787149
0.051410366347143785	123539279.45213735
0.061000923128429474	124835874.0020185
0.07072381116105907	126114407.4075628
0.0805545946285933	127420496.15261094
0.09049012128337883	128812961.40519975
0.10055187886245201	130326976.85090141
0.11077282968810313	131919256.92447646
