Strain_vM	Stress_vM
7.401486830834378e-17	9.332301533370789e-06
0.011339908774291379	94289649.29673767
0.02485221021042138	96518501.98707831
0.038067001306566615	98520967.69225135
0.051103013831353	100383030.86658594
0.06401718121715275	102171815.13226601
0.07681955422061595	103934778.74991351
0.08949823729021812	105648487.19275597
0.10204826250105502	107259856.13716488
0.11445766625850046	108763463.39777775
0.1267300116954686	110172206.17176045
0.13886545463622535	111518784.90161517
0.15087192117184092	112840679.3126684
