Strain_vM	Stress_vM
2.0604867304337687e-16	1.4907982917235823e-05
0.00479899970010901	124209286.13910194
0.011021330572980027	126195878.57488118
0.01735742395500345	127778148.0505283
0.0238342734852226	129212198.86493628
0.03046282056246581	130562138.3638072
0.03724246218753557	131847944.59214859
0.04416543486165218	133090412.64051412
0.0512286925032611	134313778.60417703
0.05843597866796433	135507004.06221172
0.06578605396166155	136654626.4791088
0.07327416930570003	137755581.4892191
0.08089848429639637	138819472.58465996
