Strain_vM	Stress_vM
2.6686440283244774e-16	3.861423534968399e-05
0.005221521426228405	109800902.78010719
0.011526355819640153	114308987.44769654
0.017998610412329225	116630455.18886375
0.024611377920917638	118628141.19733813
0.03136044484676039	120566032.69003943
0.03823713726063171	122485026.67086302
0.04522832310282878	124390941.41041349
0.05232720229202328	126312375.73876528
0.059536182908858204	128274391.62719111
0.06685540236977007	130236732.06431812
0.07427985726064615	132158277.13730837
0.0817967969281783	134024787.89759979
