Strain_vM	Stress_vM
1.6131166563777082e-16	8.960919581369904e-06
0.005004744103147732	104774726.83728582
0.01150362300664797	106976040.88020934
0.01832817052827601	108621499.05103867
0.025435342079506675	110282055.96671483
0.032816446672530086	111974490.18640299
0.04046924830426473	113660434.347382
0.04839337779907394	115277943.7817471
0.056586283194945845	116792358.17304972
0.06502279689233907	118180635.90541619
0.07363748910397103	119478538.11200196
0.08237801727510838	120708390.16139461
0.0912272500400509	121842572.57594462
