# inc   q0   q1   q2   q3
     0  3.90937299e-02  4.59622679e-01  4.28096259e-01  7.77143659e-01
    10  4.00479070e-02  4.58148136e-01  4.26103386e-01  7.79058634e-01
    20  4.12381115e-02  4.56193522e-01  4.23842222e-01  7.81373573e-01
    30  4.23860268e-02  4.54285772e-01  4.21542248e-01  7.83664466e-01
    40  4.34747876e-02  4.52458161e-01  4.19218365e-01  7.85905540e-01
    50  4.44950196e-02  4.50724188e-01  4.16884438e-01  7.88083286e-01
    60  4.54409893e-02  4.49093683e-01  4.14546195e-01  7.90190757e-01
    70  4.63123729e-02  4.47569280e-01  4.12203374e-01  7.92228050e-01
    80  4.71135799e-02  4.46143136e-01  4.09854150e-01  7.94201605e-01
    90  4.78512903e-02  4.44802673e-01  4.07494908e-01  7.96121056e-01
   100  4.85247001e-02  4.43548617e-01  4.05127073e-01  7.97986236e-01
   110  4.91308877e-02  4.42384950e-01  4.02756241e-01  7.99793175e-01
   120  4.96651357e-02  4.41316387e-01  4.00395234e-01  8.01534078e-01
