# inc   q0   q1   q2   q3
     0  6.58747190e-01  1.16338500e-01  7.13177230e-01  2.09513080e-01
    10  6.58205421e-01  1.15929892e-01  7.14036457e-01  2.08513361e-01
    20  6.57621135e-01  1.15441084e-01  7.14862315e-01  2.07797184e-01
    30  6.57017427e-01  1.14970704e-01  7.15709006e-01  2.07051822e-01
    40  6.56422451e-01  1.14495638e-01  7.16545443e-01  2.06307884e-01
    50  6.55841075e-01  1.14013442e-01  7.17365944e-01  2.05571210e-01
    60  6.55268624e-01  1.13529905e-01  7.18174163e-01  2.04841068e-01
    70  6.54700804e-01  1.13050891e-01  7.18973742e-01  2.04115437e-01
    80  6.54135840e-01  1.12582393e-01  7.19767687e-01  2.03386294e-01
    90  6.53574273e-01  1.12127731e-01  7.20558318e-01  2.02641929e-01
   100  6.53020399e-01  1.11687160e-01  7.21342577e-01  2.01879230e-01
   110  6.52484662e-01  1.11257028e-01  7.22109976e-01  2.01104009e-01
   120  6.51978700e-01  1.10830298e-01  7.22848968e-01  2.00324212e-01
