# inc   q0   q1   q2   q3
     0  2.89284320e-01  4.59745201e-01  8.58573401e-02  8.35211021e-01
    10  2.90676303e-01  4.58840091e-01  8.68855224e-02  8.35119132e-01
    20  2.92318562e-01  4.58029383e-01  8.79526959e-02  8.34879192e-01
    30  2.93893057e-01  4.57190099e-01  8.90575978e-02  8.34669293e-01
    40  2.95409626e-01  4.56286568e-01  9.01870066e-02  8.34507055e-01
    50  2.96874447e-01  4.55307693e-01  9.13088893e-02  8.34399876e-01
    60  2.98287722e-01  4.54261640e-01  9.24059385e-02  8.34345217e-01
    70  2.99652354e-01  4.53169141e-01  9.34933479e-02  8.34329186e-01
    80  3.00978794e-01  4.52055143e-01  9.45983460e-02  8.34331508e-01
    90  3.02278257e-01  4.50945015e-01  9.57491674e-02  8.34331197e-01
   100  3.03549450e-01  4.49849023e-01  9.69543416e-02  8.34322146e-01
   110  3.04786206e-01  4.48771562e-01  9.82062625e-02  8.34305090e-01
   120  3.05985252e-01  4.47715871e-01  9.94902255e-02  8.34281259e-01
