# inc   q0   q1   q2   q3
     0  7.90506767e-01  1.27501420e-01  3.28431349e-01  5.00974338e-01
    10  7.87798980e-01  1.26029007e-01  3.31225034e-01  5.03765256e-01
    20  7.84773340e-01  1.24030961e-01  3.34557208e-01  5.06772731e-01
    30  7.81754526e-01  1.21992362e-01  3.37863197e-01  5.09731482e-01
    40  7.78748125e-01  1.19921138e-01  3.41121077e-01  5.12646749e-01
    50  7.75750626e-01  1.17812624e-01  3.44329795e-01  5.15527054e-01
    60  7.72758956e-01  1.15666409e-01  3.47485812e-01  5.18380640e-01
    70  7.69766643e-01  1.13500614e-01  3.50580929e-01  5.21219665e-01
    80  7.66771272e-01  1.11343146e-01  3.53611784e-01  5.24045062e-01
    90  7.63776635e-01  1.09209736e-01  3.56576962e-01  5.26850412e-01
   100  7.60793009e-01  1.07110061e-01  3.59481835e-01  5.29617072e-01
   110  7.57832562e-01  1.05064768e-01  3.62342526e-01  5.32314846e-01
   120  7.54908666e-01  1.03100122e-01  3.65163582e-01  5.34919460e-01
