# inc   q0   q1   q2   q3
     0  2.06613680e-01  9.10237201e-01  3.58856660e-01  9.60470001e-04
    10  2.11121082e-01  9.10349004e-01  3.55936567e-01  1.31926751e-03
    20  2.15892006e-01  9.10509383e-01  3.52647782e-01  1.68740009e-03
    30  2.20485316e-01  9.10636402e-01  3.49462096e-01  1.95255453e-03
    40  2.24898249e-01  9.10736583e-01  3.46374283e-01  2.12369737e-03
    50  2.29124875e-01  9.10816702e-01  3.43380011e-01  2.21231009e-03
    60  2.33162488e-01  9.10882008e-01  3.40476460e-01  2.23638419e-03
    70  2.37004864e-01  9.10935903e-01  3.37667888e-01  2.20731134e-03
    80  2.40641913e-01  9.10974713e-01  3.34980628e-01  2.12635288e-03
    90  2.44071229e-01  9.10991349e-01  3.32445468e-01  2.00180955e-03
   100  2.47294541e-01  9.10981870e-01  3.30081869e-01  1.84446349e-03
   110  2.50314014e-01  9.10945533e-01  3.27899936e-01  1.66200982e-03
   120  2.53133637e-01  9.10883660e-01  3.25902123e-01  1.45824009e-03
