# inc   q0   q1   q2   q3
     0  2.89284320e-01  4.59745201e-01  8.58573401e-02  8.35211021e-01
    10  2.87182836e-01  4.62531092e-01  8.19648609e-02  8.34789057e-01
    20  2.84827148e-01  4.65888946e-01  7.79092812e-02  8.34116976e-01
    30  2.82484628e-01  4.69183645e-01  7.38180151e-02  8.33438686e-01
    40  2.80218264e-01  4.72428016e-01  6.96367836e-02  8.32730576e-01
    50  2.78044235e-01  4.75628684e-01  6.53820283e-02  8.31981940e-01
    60  2.75974780e-01  4.78797835e-01  6.10691243e-02  8.31180555e-01
    70  2.74011948e-01  4.81927225e-01  5.67070775e-02  8.30330001e-01
    80  2.72154087e-01  4.84987167e-01  5.22984687e-02  8.29448293e-01
    90  2.70390585e-01  4.87964062e-01  4.78759533e-02  8.28545653e-01
   100  2.68690622e-01  4.90882222e-01  4.35288556e-02  8.27614181e-01
   110  2.67037913e-01  4.93763624e-01  3.93250361e-02  8.26644892e-01
   120  2.65407737e-01  4.96635179e-01  3.52821331e-02  8.25631518e-01
