# inc   q0   q1   q2   q3
     0  1.42177000e-03 -5.70821200e-01 -5.39467760e-01 -6.18979540e-01
    10  9.17210274e-05 -5.70429174e-01 -5.36271584e-01 -6.22111997e-01
    20 -1.42413803e-03 -5.69844958e-01 -5.32828198e-01 -6.25594763e-01
    30 -2.89619219e-03 -5.69172580e-01 -5.29451374e-01 -6.29059162e-01
    40 -4.31952475e-03 -5.68441846e-01 -5.26139196e-01 -6.32481428e-01
    50 -5.69585611e-03 -5.67668719e-01 -5.22888669e-01 -6.35851573e-01
    60 -7.01868799e-03 -5.66873784e-01 -5.19699822e-01 -6.39153305e-01
    70 -8.27556321e-03 -5.66070907e-01 -5.16580409e-01 -6.42370550e-01
    80 -9.46900399e-03 -5.65256225e-01 -5.13540123e-01 -6.45501572e-01
    90 -1.06162349e-02 -5.64423265e-01 -5.10590665e-01 -6.48545177e-01
   100 -1.17362407e-02 -5.63571613e-01 -5.07742636e-01 -6.51495751e-01
   110 -1.28492316e-02 -5.62709926e-01 -5.05002877e-01 -6.54342824e-01
   120 -1.39717679e-02 -5.61849249e-01 -5.02379591e-01 -6.57073022e-01
