# inc   q0   q1   q2   q3
     0  6.30294478e-01  7.98635397e-02  1.48068989e-01  7.57909137e-01
    10  6.31420252e-01  7.78947118e-02  1.46594925e-01  7.57463403e-01
    20  6.32622072e-01  7.58468498e-02  1.44938846e-01  7.56986988e-01
    30  6.33827679e-01  7.37437137e-02  1.43175438e-01  7.56521733e-01
    40  6.35037484e-01  7.15788391e-02  1.41296311e-01  7.56068262e-01
    50  6.36248799e-01  6.93578920e-02  1.39293238e-01  7.55628442e-01
    60  6.37455962e-01  6.70902096e-02  1.37164753e-01  7.55205026e-01
    70  6.38654680e-01  6.47884109e-02  1.34921174e-01  7.54797283e-01
    80  6.39842441e-01  6.24690882e-02  1.32580402e-01  7.54401551e-01
    90  6.41018154e-01  6.01446784e-02  1.30163889e-01  7.54013067e-01
   100  6.42182989e-01  5.78204229e-02  1.27692029e-01  7.53626269e-01
   110  6.43339900e-01  5.54985315e-02  1.25177071e-01  7.53235943e-01
   120  6.44492466e-01  5.31792189e-02  1.22622741e-01  7.52838027e-01
