# inc   q0   q1   q2   q3
     0  7.37821662e-01  3.88099251e-01 -1.21291700e-02  5.52133181e-01
    10  7.38354413e-01  3.86476677e-01 -6.16765204e-03  5.52657669e-01
    20  7.38850343e-01  3.84833551e-01  3.41149806e-04  5.53175553e-01
    30  7.39196040e-01  3.83153169e-01  6.79024081e-03  5.53838203e-01
    40  7.39400995e-01  3.81440140e-01  1.31352855e-02  5.54632359e-01
    50  7.39499967e-01  3.79705306e-01  1.93354945e-02  5.55508613e-01
    60  7.39519841e-01  3.77970292e-01  2.53730466e-02  5.56421667e-01
    70  7.39484733e-01  3.76251039e-01  3.12367292e-02  5.57334507e-01
    80  7.39416323e-01  3.74549226e-01  3.69218357e-02  5.58223214e-01
    90  7.39331010e-01  3.72856251e-01  4.24392241e-02  5.59076726e-01
   100  7.39257206e-01  3.71150345e-01  4.78068385e-02  5.59875621e-01
   110  7.39226027e-01  3.69405976e-01  5.30309705e-02  5.60599520e-01
   120  7.39255160e-01  3.67610114e-01  5.81053921e-02  5.61238252e-01
