# inc   q0   q1   q2   q3
     0  3.27048931e-01  7.28977451e-01 -1.90396400e-02  6.01056041e-01
    10  3.29840162e-01  7.29034299e-01 -1.57553457e-02  5.99555024e-01
    20  3.33113504e-01  7.28914858e-01 -1.25539828e-02  5.97963979e-01
    30  3.36431514e-01  7.28702150e-01 -9.58220168e-03  5.96418641e-01
    40  3.39805236e-01  7.28402954e-01 -6.83843811e-03  5.94907366e-01
    50  3.43218415e-01  7.28031635e-01 -4.29551714e-03  5.93424474e-01
    60  3.46640353e-01  7.27604150e-01 -1.92000735e-03  5.91970421e-01
    70  3.50033346e-01  7.27136886e-01  3.14292800e-04  5.90549327e-01
    80  3.53369531e-01  7.26636671e-01  2.42668634e-03  5.89171651e-01
    90  3.56642745e-01  7.26098232e-01  4.43228470e-03  5.87850035e-01
   100  3.59862301e-01  7.25512723e-01  6.33741953e-03  5.86592064e-01
   110  3.63031848e-01  7.24879076e-01  8.14152167e-03  5.85398939e-01
   120  3.66145154e-01  7.24204966e-01  9.84514026e-03  5.84267034e-01
