Strain_vM	Stress_vM
1.6131166563777087e-16	1.0266093845062512e-05
0.01022466749084683	120291006.28599733
0.021599155846216658	122876230.62923056
0.03282807514175201	124648547.32377437
0.043975337183878443	126228632.33759686
0.055040379177830494	127677858.2664249
0.0660010513129803	128954872.07013218
0.07683274951430924	130124086.56879568
0.08751789310218512	131391529.37246007
0.09805369445193515	132753865.37320621
0.10845371677263721	134234292.45403272
0.11875384593441869	135751134.59502536
0.12898018510885115	137240746.36130068
