Strain_vM	Stress_vM
7.401486830834378e-17	1.4133958223525172e-05
0.005534460785584561	103984162.96831317
0.01190925508930456	107212364.44268773
0.018293705860187557	109259861.26643433
0.024698593071283637	110786297.45701893
0.031117622834512592	112106359.53089209
0.03754545201364294	113356633.33106177
0.04397961569356563	114525927.42608503
0.050417632347175015	115598989.98840542
0.0568540559595045	116543235.6309527
0.06328175510764193	117428957.17930816
0.06969095702194879	118377139.88520779
0.07609111225807197	119527439.4342346
