Strain_vM	Stress_vM
2.9605947323337516e-16	3.028505488982927e-05
0.0054747984466156	99218110.90770063
0.012068724047141632	101580711.54967874
0.018799345200391126	102992961.89315186
0.025653982191243787	104107776.37879734
0.03261815029562142	105073717.11065562
0.039668349081079246	105954879.07430029
0.04677860455680504	106739710.28476374
0.05392428390976863	107391308.12380944
0.06108350754366871	107931936.82898627
0.06823471266541091	108421671.41220333
0.07536506465818006	108873514.65064318
0.08249386992366768	109316199.69416742
