Strain_vM	Stress_vM
1.4802973661668753e-16	2.0543924304088474e-05
0.004687168127707999	110287070.96299437
0.010227809101910654	115844988.48921195
0.015899421009441864	117965384.20428185
0.021693297054155278	119563955.6174386
0.02760259466215454	120912705.68662164
0.03361946632871279	122051137.08648586
0.03973361020313375	123004295.12404278
0.04592938063529646	123800734.1292692
0.052202833555954994	124490812.23203611
0.058549041793408474	125204598.40843919
0.0649549879812993	125947828.5685877
0.07141395016191453	126597770.56017265
