Strain_vM	Stress_vM
1.2819751242557095e-16	2.6215850262167266e-05
0.004569010988912143	87701979.4390896
0.010077577009186899	88411393.4461158
0.01565422911628729	89756960.71372534
0.021279542975331852	91052416.50976454
0.026959035811577024	92355988.05673178
0.032699398872798366	93823064.04391642
0.038521752289616656	95500761.97440405
0.044465721540849976	97215959.63367853
0.05055505258536103	98774649.07511425
0.05677931092960505	100101711.06190008
0.06313424033899319	101171386.03396711
0.06963102882186292	101993912.7246958
