Strain_vM	Stress_vM
1.613116656377709e-16	2.1098686741033333e-05
0.008872357716863172	128582554.33408506
0.019291722923537848	132891992.94358191
0.029722046201469718	135396656.8496918
0.04015497233531759	137519325.32641378
0.05060392499395487	139472613.54519054
0.06107141586814457	141326408.38710454
0.0715524769538425	143095885.59952033
0.08204774715866554	144803520.51744983
0.09256538316946429	146480875.13586757
0.10311242518272823	148134143.04575893
0.1136825966687539	149764379.50822473
0.12426569063522576	151380584.2794678
