Strain_vM	Stress_vM
9.791246743253674e-17	4.146857418033683e-05
0.011534911828343744	94808452.95019957
0.024624445143937867	98908649.66796114
0.037640433257298114	101857804.02678394
0.05061678860554884	104447260.29525444
0.06359240040130187	106655213.08164488
0.07660350860940356	108644530.81046882
0.08966725864077571	110482777.72174305
0.10280088888016865	112277253.74767709
0.11601975734744273	114156509.56845355
0.12929810699684138	116147561.7912772
0.1425890262356452	118133242.70636055
0.15591022130813847	120049447.45335011
