Strain_vM	Stress_vM
1.695893682875867e-16	3.704179303868908e-05
0.008350688774342072	105961614.68969105
0.018074588365265726	109243340.96848893
0.027745629011758432	111178455.7971342
0.03738831203023986	112804516.17699897
0.04700415835662091	114339329.11927338
0.056586479684062684	115877709.17030542
0.06613058326697324	117316965.91673319
0.07562820985868222	118482612.77644028
0.08505803545705994	119380670.84610178
0.09437452109284779	120199561.6442232
0.10357096638806297	121125383.49671401
0.11274456164065061	121997238.96051668
