Strain_vM	Stress_vM
1.3343220141622404e-16	2.177338213636752e-05
0.00556482345229913	124758308.17458665
0.012413747124143504	128762560.58736072
0.019558150792893927	131578605.42766088
0.02690940494246207	134105604.64210258
0.034436551788741936	136449376.39792684
0.042121378708937285	138660728.00585523
0.049955427439615285	140746554.13521177
0.05792620253985416	142755921.62340277
0.06601060649232157	144703057.26082653
0.07419860252058345	146605543.16137874
0.08248195049133288	148472905.45996773
0.09086123100590854	150295181.4945973
