Strain_vM	Stress_vM
3.3917873657517355e-16	1.5709599059860073e-05
0.008212678086008484	82891655.56358078
0.018376735031124008	84741954.6178122
0.028773113899688844	86036910.88462144
0.039374635852893976	87157424.95367582
0.05016253820300905	88286317.20597109
0.061111975776133545	89653398.03471123
0.07220603561055534	91292995.38705127
0.08341665198548898	92856571.69787131
0.09471650749259554	94226557.5693708
0.10609157382651623	95562284.85751268
0.11753029425158608	96951984.55663101
0.12899489865429384	98350041.97186475
