# inc   q0   q1   q2   q3
     0  1.84308930e-01  1.24077300e-02 -5.55180481e-01 -8.10956781e-01
    10  1.83283584e-01  1.07677544e-02 -5.55160881e-01 -8.11225973e-01
    20  1.82032700e-01  9.02169885e-03 -5.55069614e-01 -8.11591294e-01
    30  1.80645775e-01  7.29965411e-03 -5.55004214e-01 -8.11963140e-01
    40  1.79113729e-01  5.56954027e-03 -5.54969229e-01 -8.12340081e-01
    50  1.77433000e-01  3.83416373e-03 -5.54966398e-01 -8.12720817e-01
    60  1.75604533e-01  2.10545440e-03 -5.54984881e-01 -8.13111552e-01
    70  1.73637155e-01  3.94761222e-04 -5.55000269e-01 -8.13526080e-01
    80  1.71545649e-01 -1.28899853e-03 -5.54985175e-01 -8.13979044e-01
    90  1.69342248e-01 -2.93322535e-03 -5.54919071e-01 -8.14481077e-01
   100  1.67039966e-01 -4.52783817e-03 -5.54787590e-01 -8.15038575e-01
   110  1.64655811e-01 -6.07382708e-03 -5.54581081e-01 -8.15653969e-01
   120  1.62209678e-01 -7.57489909e-03 -5.54291867e-01 -8.16327855e-01
