# inc   q0   q1   q2   q3
     0  3.32364301e-02 -2.61463221e-01 -4.24226092e-01  8.66351284e-01
    10  3.04020743e-02 -2.57009478e-01 -4.20243093e-01  8.69722706e-01
    20  2.70968551e-02 -2.52206144e-01 -4.15965244e-01  8.73287316e-01
    30  2.35998244e-02 -2.47288685e-01 -4.11692983e-01  8.76812547e-01
    40  1.98753440e-02 -2.42286172e-01 -4.07494818e-01  8.80255846e-01
    50  1.59027127e-02 -2.37213314e-01 -4.03436852e-01  8.83581153e-01
    60  1.16841698e-02 -2.32057084e-01 -3.99537468e-01  8.86782274e-01
    70  7.24652211e-03 -2.26778402e-01 -3.95788731e-01  8.89870960e-01
    80  2.64127161e-03 -2.21325012e-01 -3.92180020e-01  8.92862305e-01
    90 -2.07407792e-03 -2.15652348e-01 -3.88714236e-01  8.95762806e-01
   100 -6.87352779e-03 -2.09744918e-01 -3.85385816e-01  8.98575315e-01
   110 -1.17458714e-02 -2.03600452e-01 -3.82161047e-01  9.01311170e-01
   120 -1.66721464e-02 -1.97227229e-01 -3.79013741e-01  9.03975688e-01
