# inc   q0   q1   q2   q3
     0  3.90937299e-02  4.59622679e-01  4.28096259e-01  7.77143659e-01
    10  3.72620523e-02  4.58165281e-01  4.25980801e-01  7.79253791e-01
    20  3.52167719e-02  4.56732605e-01  4.23276584e-01  7.81659798e-01
    30  3.31788390e-02  4.55132370e-01  4.20460366e-01  7.84198171e-01
    40  3.11547311e-02  4.53317261e-01  4.17549863e-01  7.86883063e-01
    50  2.91358504e-02  4.51275638e-01  4.14564529e-01  7.89707320e-01
    60  2.71184744e-02  4.49023933e-01  4.11503085e-01  7.92658380e-01
    70  2.50926730e-02  4.46601951e-01  4.08353269e-01  7.95716446e-01
    80  2.30460497e-02  4.44044890e-01  4.05101209e-01  7.98865462e-01
    90  2.09802428e-02  4.41373540e-01  4.01726640e-01  8.02100327e-01
   100  1.88960615e-02  4.38616916e-01  3.98218537e-01  8.05406814e-01
   110  1.67844167e-02  4.35821086e-01  3.94585060e-01  8.08752678e-01
   120  1.46423836e-02  4.33016301e-01  3.90842589e-01  8.12111171e-01
