# inc   q0   q1   q2   q3
     0  5.14611278e-01  5.29467218e-01  6.61078638e-01  1.33471840e-01
    10  5.12348878e-01  5.29343093e-01  6.62590886e-01  1.35158554e-01
    20  5.09663313e-01  5.29236237e-01  6.64334151e-01  1.37158479e-01
    30  5.07045366e-01  5.29072057e-01  6.66058064e-01  1.39120131e-01
    40  5.04496751e-01  5.28834520e-01  6.67777364e-01  1.41033583e-01
    50  5.02031966e-01  5.28506867e-01  6.69497798e-01  1.42888401e-01
    60  4.99678419e-01  5.28076018e-01  6.71216140e-01  1.44658527e-01
    70  4.97454238e-01  5.27529886e-01  6.72934642e-01  1.46323164e-01
    80  4.95350166e-01  5.26872858e-01  6.74659413e-01  1.47877927e-01
    90  4.93336694e-01  5.26121564e-01  6.76400429e-01  1.49323357e-01
   100  4.91367014e-01  5.25298432e-01  6.78174645e-01  1.50662421e-01
   110  4.89413897e-01  5.24413683e-01  6.79994304e-01  1.51894940e-01
   120  4.87467913e-01  5.23470891e-01  6.81862209e-01  1.53026751e-01
