# inc   q0   q1   q2   q3
     0  6.33095403e-02  1.27633831e-01  2.73054001e-03  9.89794954e-01
    10  6.46313737e-02  1.29889392e-01  4.03963500e-03  9.89411549e-01
    20  6.62861294e-02  1.32373476e-01  5.47522629e-03  9.88965841e-01
    30  6.80093968e-02  1.34876484e-01  7.00376591e-03  9.88500887e-01
    40  6.98056663e-02  1.37388104e-01  8.59563008e-03  9.88017102e-01
    50  7.16816348e-02  1.39889806e-01  1.02177288e-02  9.87516169e-01
    60  7.36378294e-02  1.42360967e-01  1.18426996e-02  9.87000798e-01
    70  7.56749351e-02  1.44783113e-01  1.34516620e-02  9.86473622e-01
    80  7.77950028e-02  1.47134752e-01  1.50290106e-02  9.85937843e-01
    90  7.99927029e-02  1.49400552e-01  1.65620668e-02  9.85396540e-01
   100  8.22533851e-02  1.51585331e-01  1.80337297e-02  9.84850777e-01
   110  8.45592243e-02  1.53702636e-01  1.94319175e-02  9.84300583e-01
   120  8.68930862e-02  1.55765592e-01  2.07511179e-02  9.83745934e-01
