# inc   q0   q1   q2   q3
     0  7.33087771e-01 -3.80601121e-01 -2.42806300e-02  5.63147901e-01
    10  7.33793929e-01 -3.82611004e-01 -2.15113113e-02  5.60974645e-01
    20  7.34491298e-01 -3.84758092e-01 -1.83349426e-02  5.58701686e-01
    30  7.35025647e-01 -3.86783750e-01 -1.50617673e-02  5.56694506e-01
    40  7.35389219e-01 -3.88651815e-01 -1.16834334e-02  5.54991856e-01
    50  7.35561061e-01 -3.90380278e-01 -8.23973941e-03  5.53611119e-01
    60  7.35545502e-01 -3.92002679e-01 -4.79370554e-03  5.52524872e-01
    70  7.35381244e-01 -3.93519977e-01 -1.41127997e-03  5.51683299e-01
    80  7.35134261e-01 -3.94949137e-01  1.85742958e-03  5.50989426e-01
    90  7.34853078e-01 -3.96295294e-01  4.99532394e-03  5.50378088e-01
   100  7.34545543e-01 -3.97545760e-01  7.99144263e-03  5.49851208e-01
   110  7.34199653e-01 -3.98669339e-01  1.08098604e-02  5.49451340e-01
   120  7.33801864e-01 -3.99660434e-01  1.34260253e-02  5.49204975e-01
