Strain_vM	Stress_vM
7.401486830834374e-17	2.113136261859121e-05
0.01108857073640767	104996112.05733886
0.02401893065333709	107349584.73961583
0.0366959983129083	109689382.4294097
0.04909450711909518	111642786.47954316
0.061221501443798544	113347786.39507982
0.07305486519728642	115068236.12244709
0.0845689201053869	117032961.65365894
0.09576661442620918	119224827.22785068
0.10666635257337027	121275124.77195653
0.11733019773880934	122902156.02138081
0.12784140345609968	124008434.33623004
0.1382714250295471	124806704.83539839
