Strain_vM	Stress_vM
3.0291890373373793e-16	9.744544641040979e-06
0.00527110250401635	104676179.05272856
0.011333998039415311	106979959.819154
0.017611558659357276	108247556.6401509
0.02407932958636649	109498642.05720206
0.030735210391974514	110758931.3620631
0.037573228477907256	111954531.6460328
0.04459046225787033	113028268.9580674
0.051785494041058595	114007527.65034448
0.05916471440616032	114885038.37079224
0.06671359114947033	115545466.40487379
0.07439241963109504	116017339.30585508
0.08213700323734976	116399208.39442317
