Strain_vM	Stress_vM
3.755844363329807e-16	7.647738078751262e-06
0.009135258613654025	106534082.29514381
0.019933989817498415	108615447.15808463
0.030873092695245515	109944026.89847188
0.04195972303607277	111084102.88375753
0.0531959279056987	112138922.16416615
0.06457592671845348	113155852.73315747
0.07608951713108197	114143203.66249451
0.08770277841669594	115151771.90444219
0.09938320110184683	116161417.12046869
0.11111014648622751	117121979.60413858
0.1228542532182084	118036868.65497683
0.13458032608624515	118934271.0565457
