Strain_vM	Stress_vM
1.2819751242557097e-16	2.6202276401857695e-05
0.0065870935748212145	96715242.74602947
0.01441984778860014	100233293.39715782
0.022133548447892334	101421757.35751364
0.029691737746804343	102233326.06485815
0.03710297687100421	102883335.97988123
0.0443871247039407	103464689.91816297
0.05156675415555572	103994797.71382739
0.05866116090030507	104478519.65221521
0.06568770136609633	104956371.48694327
0.07265610075706132	105480950.9696954
0.07957145233646772	106050230.3858823
0.08643780882323598	106663689.84664121
