Strain_vM	Stress_vM
2.89037300608758e-16	2.4465221997797295e-05
0.00995947146102483	104608455.86380257
0.021123393167541627	107453768.34358427
0.032143644236703	109212738.90429117
0.04305376585964025	110806563.92184544
0.053872245589682226	112292933.6838019
0.06462676894342141	113685580.4310182
0.07536761708752668	115032406.84814835
0.08613606226136067	116405919.9719105
0.09695646159095786	117889402.87109211
0.10781214156392908	119556879.97767124
0.11864666392926644	121345672.57160994
0.12939559389948602	123201492.76762071
