Strain_vM	Stress_vM
2.220446049250313e-16	1.2415136149496947e-05
0.007072717838414997	109517567.3206549
0.015030924315770118	111905867.03657344
0.02300597904797035	113178450.15858507
0.030950730224907	114294196.14981715
0.03886777619764781	115383137.87746844
0.046781700669158655	116460062.54605865
0.054707662376768024	117506942.0660312
0.06265069482859692	118515236.02289212
0.07060818729325162	119476287.33028156
0.07857850516749633	120395262.95053902
0.08655356927760452	121324681.95643196
0.09450753704311682	122306770.81290367
