Strain_vM	Stress_vM
3.700743415417188e-17	1.8319710840445146e-05
0.004733095352523563	88776270.46596166
0.010168141321284282	91360646.54346776
0.015601045169063068	92359992.73659568
0.020994816160278987	93080346.6511428
0.026344678147259847	93736770.3877318
0.031649371598105505	94394644.7825092
0.03691445879689245	95106790.02257565
0.04215132895189093	95931674.71771757
0.04737260343115293	96868198.7808177
0.052580594616729405	97862423.43014815
0.057773489497246706	98868229.15513478
0.06295410952146972	99865865.79563232
