Strain_vM	Stress_vM
1.850371707708595e-16	3.2939958305606646e-05
0.00610359576017128	80589087.77326329
0.01328033585058237	81398472.98326439
0.020369742480476953	82300786.99338116
0.02734483662088573	83189915.31492239
0.0342222293164541	84047281.98481703
0.04100309514058318	84865661.0444917
0.047691791661260155	85690313.5464748
0.05430451705604857	86527223.21689448
0.0608601978747115	87327411.8410586
0.06737898000615145	88061632.22900502
0.07389983539449543	88754635.849708
0.08046032099842233	89439891.91612811
