Strain_vM	Stress_vM
1.6131166563777094e-16	1.0487947893110015e-05
0.005830664266996551	106743515.89639111
0.012600182403985208	110326486.58645816
0.019404942297931653	112148177.07638505
0.02619937243535864	113632688.99351518
0.03296625252911321	114997000.03881513
0.039711995906255265	116323370.8430524
0.04644771689889789	117710170.7975945
0.0531761977434442	119175966.11004978
0.05988817368711	120645191.33765143
0.06657607304324058	122039641.6307826
0.07324138291633277	123356973.42081559
0.07988630184541415	124642398.74336958
