Strain_vM	Stress_vM
1.281975124255709e-16	3.8655590192996825e-05
0.010911757742596222	112546992.01918489
0.023084189468247713	115439216.0073792
0.035004362881395905	117936908.73963834
0.04675074286388373	120481476.83189361
0.05828295111743848	122788373.5019785
0.06956088151227019	124890401.72815011
0.08057691612262953	126905965.76752928
0.091342221396421	128828482.87390377
0.1018744637783385	130673022.16686028
0.11217782727290965	132482096.83961542
0.12225203193475212	134288255.55471653
0.1320927045770147	136071222.91021588
