Strain_vM	Stress_vM
1.9582493486507342e-16	1.4741101169146772e-05
0.005591243064462282	105239642.99087219
0.01240423911036777	105881578.78453737
0.01934851380029258	106900405.58422369
0.026504104721502938	107966211.67188008
0.033931490018704887	109065058.2008282
0.04163995124755413	110198189.76633565
0.04962769271900022	111314128.91376953
0.057869282329189344	112437462.80785786
0.06634391389678064	113602744.22497262
0.07499616913472137	114805448.29073502
0.08374036373784781	116113018.5557899
0.0924697420495315	117572598.51252662
