Strain_vM	Stress_vM
2.6686440283244803e-16	1.9283765701449858e-05
0.015903331301397504	104888019.31761725
0.03392265288263186	106803466.00749514
0.05218125495886736	108122175.80840236
0.0706584243574969	109146216.3980549
0.08934588239827311	109920428.79662952
0.10823281834783327	110539965.44622715
0.12730382691479022	111101530.00434883
0.14654237254204094	111712582.27772403
0.165931489674726	112439697.80858001
0.18545954422881972	113291048.96336544
0.20512379328846395	114293497.68788582
0.2249305495678159	115481643.14496565
