Strain_vM	Stress_vM
6.409875621278547e-17	1.2035558860738122e-05
0.01522196558893933	87097865.29855439
0.032460312941467485	89124649.079761
0.049818189479819044	90974900.36858201
0.06728347079942353	92721560.19748084
0.08485822373815531	94370219.18108101
0.10254569635603271	95900251.3214149
0.12035164263766562	97322997.36172612
0.1382836434384057	98678531.85574053
0.156354506753441	100028445.74619569
0.17458674504352442	101446645.88940053
0.19300081474439937	102912378.10001653
0.2116070391345396	104392468.27815592
