Strain_vM	Stress_vM
9.791246743253674e-17	4.146857418033683e-05
0.01592031409510164	112067431.13046876
0.03416347025345977	114393770.45891964
0.05264782808389708	116542989.55875221
0.07134192220603303	118406714.6515443
0.09021318626574952	119966143.46837802
0.10922800035093623	121221578.19720764
0.12835344798869752	122216377.97675289
0.14756423224355167	123081395.70068248
0.16684238133312	123951781.1276838
0.18617580919150145	124904678.98830798
0.20556130242586607	126041009.31375542
0.22500824009176895	127274445.24086349
