Strain_vM	Stress_vM
3.2262333127554164e-16	2.2728588805280333e-05
0.015539613294827167	101774634.38942033
0.03308643436405691	103911349.84609349
0.05080245467722738	104732407.75539689
0.06868692509861879	104866284.62902337
0.08673544113011931	104811042.7256181
0.10494302128407121	104468831.44494696
0.12330742876992772	103893094.7583251
0.14181929455792827	103754987.32983297
0.16047304406768653	104067273.3568137
0.1792794819089304	104528382.40978903
0.19823617701331686	105190022.409138
0.21733388721361746	106148969.79273975
