Strain_vM	Stress_vM
1.3343220141622407e-16	2.2992938384067725e-05
0.015594269213532113	131737214.1945561
0.033268296971544424	135933509.2877417
0.051134151591394235	140019055.30157265
0.06916974756207654	143971137.75414965
0.08737171662184365	147748730.1208671
0.10573150936653443	151349049.08735788
0.12423884957016225	154822583.3216239
0.14289405054974805	158184347.1876077
0.16170963908941194	161415848.0767834
0.18068878578765596	164537490.35786077
0.19982740550010977	167529978.9969974
0.2191496215020623	170392669.70075494
