Strain_vM	Stress_vM
1.3343220141622402e-16	3.295520043110181e-05
0.01593322122881287	85758526.68114196
0.034030750512161645	87797550.16615154
0.05224161968950815	89724191.27057435
0.07055696313327975	91755187.42110321
0.08898141459287309	93825269.94280826
0.10753331220641628	95772745.70654413
0.12623143237317402	97544878.55676937
0.14509139800008627	99153484.63193998
0.16412226211488867	100671781.3510096
0.18332711535775661	102171710.03005569
0.20270817123453883	103673872.30247357
0.22226853870934346	105191467.35780685
