Strain_vM	Stress_vM
1.6131166563777082e-16	8.960919581369904e-06
0.016506750812859478	90069968.1973848
0.03490760083947972	93223863.09157807
0.05340270829873303	95774756.16057569
0.0719927732938346	98039948.0130868
0.09068738063449791	100118838.62595673
0.10949736345149925	102101027.47409187
0.12842759265381862	104006099.07874203
0.14748215497436373	105876652.62132707
0.16666174537553485	107746662.5748986
0.18596452734421748	109578755.38615197
0.20539275149664193	111390039.72098932
0.22495379328712747	113250080.50664827
