Strain_vM	Stress_vM
1.2819751242557102e-16	3.785132483562067e-05
0.015703130925183956	101614039.80162506
0.03354888536317179	103074774.41063341
0.05153899543909749	103820993.42734666
0.06965982810306294	104434567.31670675
0.08788066527318249	105413858.3483947
0.10618964360270756	106591105.6814773
0.12459086269935783	107734652.19483335
0.14309019034951873	108732749.97003481
0.16169166658058529	109622853.5455226
0.18039824284889142	110450235.13809875
0.19921332563208313	111238915.80291797
0.2181467340460803	111967377.74077895
