Strain_vM	Stress_vM
1.281975124255709e-16	3.8655590192996825e-05
0.01663154121224618	117102552.7820147
0.03573996593958791	120746407.24773757
0.055017381858881345	124388621.35634884
0.07444966978035573	127952754.15649074
0.09404195963619877	131442040.77369547
0.1138036886700765	134875545.63803005
0.13374431200183542	138233312.24359292
0.15387350117435022	141521285.81560484
0.17419755025910558	144776334.26042393
0.19472549454300786	147995097.30915487
0.2154681497064329	151135506.74288
0.23641816022789286	154204172.73731953
