Strain_vM	Stress_vM
1.8503717077085946e-16	1.4029535872712012e-05
0.01605231697089028	141474730.77943185
0.034585594958640824	143767855.81257308
0.053329149691823556	144740970.83587047
0.07216302547685421	145584260.04489484
0.09101180005287478	146626198.877494
0.10983370834640126	147929370.1601017
0.12861194695362133	149180511.57441965
0.14735071067561759	150536169.42051232
0.1660741940090095	152214483.3535166
0.18482007752253413	154081676.3504013
0.20361616266024096	155925736.8116217
0.22246419204250803	157561770.85776857
