Strain_vM	Stress_vM
1.9582493486507342e-16	1.4741101169146772e-05
0.016930476504463502	125728022.90784873
0.03645745375285231	132851306.36775132
0.05603895103938802	138539915.47454634
0.07556005718682467	143501350.6355502
0.09500758331773553	147640303.50949907
0.11445462621010971	150604421.3725475
0.13398425639710865	152324677.38265136
0.15369945280032482	153491423.53507122
0.17363654667013328	154629719.52520615
0.19379495985990733	156103620.04011753
0.21417573670532816	157977088.6421385
0.23478945378107366	160164283.1424607
