Strain_vM	Stress_vM
7.401486830834374e-17	1.904426124017728e-05
0.016448146905523132	85443756.48406635
0.03509825112989305	87834357.80533944
0.053820903730333415	89841740.43140921
0.07259518582081795	91784336.89992557
0.09141266519668857	93607305.00105692
0.11027723381863858	95273767.09402111
0.12920004510179767	96810217.90404296
0.14819510356775664	98241270.61000456
0.16727345385782522	99619067.73043233
0.18644141503639566	100971565.07702112
0.20570507577179847	102291410.24168673
0.22506856934623834	103574499.2722856
