# inc   q0   q1   q2   q3
     0  2.89284320e-01  4.59745201e-01  8.58573401e-02  8.35211021e-01
    10  2.89417355e-01  4.59461562e-01  8.65495786e-02  8.35249566e-01
    20  2.89572065e-01  4.59275642e-01  8.77043942e-02  8.35177731e-01
    30  2.89675130e-01  4.59101857e-01  8.89423187e-02  8.35106621e-01
    40  2.89715545e-01  4.58877899e-01  9.02545968e-02  8.35074897e-01
    50  2.89686549e-01  4.58574916e-01  9.16336360e-02  8.35101207e-01
    60  2.89590835e-01  4.58181272e-01  9.30707430e-02  8.35191539e-01
    70  2.89435953e-01  4.57696970e-01  9.45593234e-02  8.35343550e-01
    80  2.89226760e-01  4.57137897e-01  9.60958271e-02  8.35546777e-01
    90  2.88973450e-01  4.56529233e-01  9.76785781e-02  8.35783645e-01
   100  2.88695193e-01  4.55897020e-01  9.93061117e-02  8.36033067e-01
   110  2.88401119e-01  4.55274094e-01  1.00971049e-01  8.36274561e-01
   120  2.88093091e-01  4.54674646e-01  1.02638604e-01  8.36503828e-01
