# inc   q0   q1   q2   q3
     0  7.90506767e-01  1.27501420e-01  3.28431349e-01  5.00974338e-01
    10  7.88384861e-01  1.28596409e-01  3.30703117e-01  5.02541265e-01
    20  7.86034435e-01  1.30050511e-01  3.33253044e-01  5.04161820e-01
    30  7.83715016e-01  1.31471609e-01  3.35834832e-01  5.05688594e-01
    40  7.81443766e-01  1.32821438e-01  3.38438303e-01  5.07113025e-01
    50  7.79231570e-01  1.34090043e-01  3.41055279e-01  5.08428282e-01
    60  7.77079450e-01  1.35278547e-01  3.43668297e-01  5.09646293e-01
    70  7.74991646e-01  1.36385787e-01  3.46243076e-01  5.10786254e-01
    80  7.72979556e-01  1.37412159e-01  3.48745396e-01  5.11856575e-01
    90  7.71054039e-01  1.38364304e-01  3.51154875e-01  5.12855967e-01
   100  7.69210636e-01  1.39255469e-01  3.53479911e-01  5.13784843e-01
   110  7.67439815e-01  1.40099219e-01  3.55737339e-01  5.14644813e-01
   120  7.65731113e-01  1.40901318e-01  3.57943674e-01  5.15440595e-01
