# inc   q0   q1   q2   q3
     0  5.11128580e-01  4.27886600e-02  8.18142649e-01  2.59921740e-01
    10  5.10951356e-01  4.27345232e-02  8.18352509e-01  2.59618267e-01
    20  5.10823124e-01  4.25344098e-02  8.18543035e-01  2.59302640e-01
    30  5.10679962e-01  4.23470836e-02  8.18742578e-01  2.58985119e-01
    40  5.10508993e-01  4.21611898e-02  8.18957714e-01  2.58672117e-01
    50  5.10307377e-01  4.19756153e-02  8.19191061e-01  2.58361055e-01
    60  5.10072901e-01  4.17910239e-02  8.19445314e-01  2.58047521e-01
    70  5.09799460e-01  4.16087332e-02  8.19725635e-01  2.57726806e-01
    80  5.09480696e-01  4.14283094e-02  8.20036352e-01  2.57397546e-01
    90  5.09112067e-01  4.12496236e-02  8.20379696e-01  2.57061327e-01
   100  5.08691364e-01  4.10773104e-02  8.20758193e-01  2.56713341e-01
   110  5.08225057e-01  4.09126318e-02  8.21170326e-01  2.56344969e-01
   120  5.07727879e-01  4.07525506e-02  8.21610344e-01  2.55945448e-01
