# inc   q0   q1   q2   q3
     0  8.75706299e-02  5.23320379e-01  6.64179599e-01  5.26623799e-01
    10  8.75764588e-02  5.20425285e-01  6.64601487e-01  5.28954394e-01
    20  8.80012556e-02  5.17121911e-01  6.64631282e-01  5.32077031e-01
    30  8.84724924e-02  5.13859501e-01  6.64589885e-01  5.35202126e-01
    40  8.89402745e-02  5.10730613e-01  6.64505127e-01  5.38216318e-01
    50  8.93988012e-02  5.07798319e-01  6.64392349e-01  5.41046697e-01
    60  8.98567855e-02  5.05067883e-01  6.64271279e-01  5.43668888e-01
    70  9.03210178e-02  5.02508746e-01  6.64156327e-01  5.46098386e-01
    80  9.07901656e-02  5.00092393e-01  6.64059386e-01  5.48351963e-01
    90  9.12588207e-02  4.97813753e-01  6.63978729e-01  5.50441225e-01
   100  9.17207381e-02  4.95682503e-01  6.63899889e-01  5.52379489e-01
   110  9.21674382e-02  4.93697592e-01  6.63809991e-01  5.54187827e-01
   120  9.25947734e-02  4.91847864e-01  6.63701822e-01  5.55888278e-01
