# inc   q0   q1   q2   q3
     0  6.30294478e-01  7.98635397e-02  1.48068989e-01  7.57909137e-01
    10  6.29797554e-01  8.05699395e-02  1.47892415e-01  7.58281847e-01
    20  6.29086878e-01  8.14262876e-02  1.47635367e-01  7.58830190e-01
    30  6.28272714e-01  8.22488012e-02  1.47362246e-01  7.59468828e-01
    40  6.27406194e-01  8.30380661e-02  1.47064899e-01  7.60156604e-01
    50  6.26507845e-01  8.37930387e-02  1.46747780e-01  7.60875637e-01
    60  6.25586267e-01  8.45233641e-02  1.46413790e-01  7.61617112e-01
    70  6.24640884e-01  8.52410353e-02  1.46063238e-01  7.62379999e-01
    80  6.23668075e-01  8.59531582e-02  1.45695268e-01  7.63166480e-01
    90  6.22666930e-01  8.66616955e-02  1.45310472e-01  7.63976774e-01
   100  6.21639389e-01  8.73657492e-02  1.44913937e-01  7.64808242e-01
   110  6.20589497e-01  8.80659835e-02  1.44515797e-01  7.65655434e-01
   120  6.19522599e-01  8.87628084e-02  1.44125687e-01  7.66512035e-01
